applicant_id,age,employment_type,annual_income,years_employed,cibil_score,existing_loans_count,existing_emi_monthly,requested_loan_amount,loan_tenure_months,dependents,dti_ratio,previous_default,savings_balance,approved
TRAD-000257,25,Self-Employed,528000.0,21,495,0,0.0,635000.0,240,4,0.06,0,191000.0,0
TRAD-000258,28,Salaried,1210000.0,22,645,2,20600.0,1505000.0,48,0,0.515,0,0.0,1
TRAD-000259,46,Salaried,930000.0,22,743,0,0.0,1519000.0,48,2,0.408,0,387000.0,1
TRAD-000260,55,Self-Employed,914000.0,13,774,0,0.0,724000.0,180,4,0.053,0,329000.0,1
TRAD-000261,28,Business Owner,576000.0,21,900,1,10600.0,561000.0,48,1,0.464,0,0.0,1
TRAD-000262,34,Salaried,570000.0,25,834,1,17100.0,983000.0,120,4,0.532,0,465000.0,1
TRAD-000263,61,Salaried,244000.0,22,718,1,8000.0,805000.0,84,4,0.865,0,664000.0,1
TRAD-000264,64,Self-Employed,869000.0,18,615,1,7500.0,50000.0,36,2,0.123,1,134000.0,0
TRAD-000265,46,Salaried,787000.0,2,854,1,7200.0,2144000.0,48,4,0.791,0,104000.0,1
TRAD-000266,40,Self-Employed,1010000.0,13,665,1,10600.0,1364000.0,240,0,0.193,0,578000.0,1
TRAD-000267,36,Salaried,591000.0,1,637,0,0.0,599000.0,60,2,0.203,0,401000.0,1
TRAD-000268,47,Self-Employed,610000.0,3,660,1,8500.0,50000.0,48,1,0.188,0,266000.0,0
TRAD-000269,47,Business Owner,698000.0,10,581,1,12500.0,783000.0,240,3,0.271,0,504000.0,1
TRAD-000270,33,Self-Employed,900000.0,13,656,0,0.0,518000.0,84,1,0.082,0,369000.0,1
TRAD-000271,22,Self-Employed,238000.0,15,678,1,9700.0,861000.0,84,2,1.006,0,657000.0,0
TRAD-000272,27,Self-Employed,856000.0,27,769,0,0.0,50000.0,48,3,0.015,0,296000.0,1
TRAD-000273,63,Business Owner,644000.0,22,663,1,10300.0,593000.0,120,1,0.284,0,407000.0,1
TRAD-000274,39,Business Owner,354000.0,12,580,1,0.0,633000.0,12,4,1.788,0,575000.0,0
TRAD-000275,42,Salaried,120000.0,10,548,2,6700.0,775000.0,24,3,3.0,0,0.0,0
TRAD-000276,41,Self-Employed,612000.0,21,720,1,8000.0,746000.0,180,1,0.238,0,584000.0,1
TRAD-000277,55,Salaried,1055000.0,8,707,1,5800.0,934000.0,36,3,0.361,1,174000.0,0
TRAD-000278,23,Business Owner,1119000.0,26,647,5,47100.0,1889000.0,240,1,0.589,1,425000.0,0
TRAD-000279,24,Self-Employed,750000.0,23,656,2,15600.0,565000.0,240,2,0.287,0,716000.0,1
TRAD-000280,33,Salaried,1199000.0,20,737,0,0.0,308000.0,48,3,0.064,0,224000.0,1
TRAD-000281,42,Salaried,638000.0,7,832,1,4600.0,50000.0,240,4,0.09,0,186000.0,1
TRAD-000282,50,Salaried,917000.0,18,626,2,16300.0,568000.0,120,1,0.275,0,286000.0,1
TRAD-000283,42,Self-Employed,524000.0,24,708,0,0.0,50000.0,180,2,0.006,0,0.0,1
TRAD-000284,40,Salaried,506000.0,2,791,1,10400.0,1524000.0,60,2,0.849,0,850000.0,0
TRAD-000285,62,Salaried,460000.0,5,626,2,19200.0,838000.0,24,4,1.412,0,289000.0,0
TRAD-000286,28,Business Owner,120000.0,15,699,0,0.0,1511000.0,60,4,2.518,1,711000.0,0
TRAD-000287,46,Self-Employed,1010000.0,10,696,1,9300.0,1853000.0,180,1,0.233,0,217000.0,1
TRAD-000288,44,Salaried,470000.0,21,575,3,25200.0,338000.0,12,0,1.363,1,309000.0,0
TRAD-000289,41,Salaried,426000.0,12,716,0,0.0,674000.0,12,4,1.582,0,536000.0,0
TRAD-000290,56,Business Owner,320000.0,29,703,2,23800.0,1766000.0,180,0,1.26,0,24000.0,0
TRAD-000291,32,Self-Employed,593000.0,8,753,1,10000.0,1023000.0,84,1,0.449,1,274000.0,0
TRAD-000292,62,Self-Employed,1144000.0,10,587,0,0.0,1239000.0,60,0,0.217,0,527000.0,1
TRAD-000293,35,Salaried,1236000.0,0,701,3,43200.0,1571000.0,120,0,0.547,0,247000.0,0
TRAD-000294,44,Salaried,185000.0,7,831,2,27200.0,1483000.0,120,0,2.566,0,179000.0,0
TRAD-000295,43,Salaried,551000.0,7,897,1,10100.0,1167000.0,48,3,0.749,0,579000.0,1
TRAD-000296,58,Self-Employed,360000.0,22,822,0,0.0,1808000.0,84,2,0.717,0,650000.0,1
TRAD-000297,40,Salaried,927000.0,10,588,2,13000.0,856000.0,60,0,0.353,1,690000.0,0
TRAD-000298,33,Salaried,730000.0,6,743,0,0.0,1238000.0,24,3,0.848,0,131000.0,1
TRAD-000299,21,Self-Employed,472000.0,9,654,1,9000.0,785000.0,120,0,0.395,0,155000.0,1
TRAD-000300,37,Business Owner,670000.0,16,727,0,0.0,1563000.0,48,2,0.583,0,182000.0,1
TRAD-000301,57,Self-Employed,516000.0,23,627,0,0.0,445000.0,240,3,0.043,0,480000.0,1
TRAD-000302,21,Salaried,1102000.0,29,537,1,6400.0,50000.0,48,2,0.081,0,1000.0,1
TRAD-000303,60,Salaried,803000.0,1,667,1,10400.0,1326000.0,24,1,0.981,0,15000.0,0
TRAD-000304,44,Salaried,838000.0,25,769,1,8800.0,237000.0,180,4,0.145,0,121000.0,1
TRAD-000305,27,Salaried,120000.0,11,727,1,5900.0,172000.0,24,4,1.307,0,65000.0,0
TRAD-000306,34,Salaried,631000.0,24,738,1,9200.0,1722000.0,240,4,0.311,0,521000.0,1
TRAD-000307,45,Salaried,1233000.0,1,721,1,9500.0,1528000.0,84,0,0.269,0,504000.0,1
TRAD-000308,34,Self-Employed,1021000.0,18,738,1,11900.0,677000.0,60,1,0.272,0,180000.0,1
TRAD-000309,25,Business Owner,133000.0,27,750,0,0.0,50000.0,36,1,0.125,0,252000.0,1
TRAD-000310,50,Business Owner,562000.0,1,674,1,12500.0,1247000.0,24,0,1.376,0,0.0,0
TRAD-000311,50,Salaried,314000.0,23,708,2,9300.0,1331000.0,24,1,2.475,0,186000.0,0
TRAD-000312,26,Salaried,1129000.0,3,866,1,7000.0,1236000.0,180,1,0.147,0,611000.0,1
TRAD-000313,33,Salaried,718000.0,29,713,4,63200.0,1206000.0,24,2,1.896,0,172000.0,0
TRAD-000314,31,Salaried,435000.0,22,704,2,9800.0,782000.0,12,3,2.068,0,27000.0,0
TRAD-000315,50,Salaried,660000.0,27,710,2,12700.0,633000.0,24,2,0.71,0,644000.0,1
TRAD-000316,53,Salaried,120000.0,26,679,3,12000.0,181000.0,84,3,1.415,0,21000.0,0
TRAD-000317,52,Self-Employed,346000.0,9,659,1,5700.0,447000.0,60,1,0.456,0,687000.0,1
TRAD-000318,62,Salaried,660000.0,12,720,0,0.0,1109000.0,48,2,0.42,0,1022000.0,1
TRAD-000319,54,Business Owner,887000.0,20,652,2,23700.0,1120000.0,240,1,0.384,0,273000.0,1
TRAD-000320,35,Salaried,120000.0,5,686,1,8900.0,1413000.0,48,0,3.0,1,611000.0,0
TRAD-000321,25,Salaried,543000.0,9,625,2,15400.0,50000.0,180,0,0.346,0,0.0,1
TRAD-000322,48,Salaried,933000.0,2,710,1,4000.0,50000.0,24,0,0.078,0,0.0,1
TRAD-000323,61,Salaried,244000.0,26,755,0,0.0,653000.0,60,3,0.535,0,101000.0,1
TRAD-000324,63,Salaried,714000.0,7,680,1,2800.0,237000.0,24,0,0.213,0,506000.0,1
TRAD-000325,31,Business Owner,668000.0,12,509,0,0.0,1021000.0,12,2,1.528,0,300000.0,0
TRAD-000326,31,Salaried,1130000.0,13,756,0,0.0,50000.0,120,0,0.004,0,253000.0,1
TRAD-000327,22,Salaried,586000.0,11,711,2,17700.0,1667000.0,120,1,0.647,0,0.0,0
TRAD-000328,27,Self-Employed,602000.0,23,606,0,0.0,366000.0,84,1,0.087,0,268000.0,1
TRAD-000329,45,Salaried,889000.0,27,773,0,0.0,1935000.0,60,1,0.435,0,139000.0,1
TRAD-000330,45,Self-Employed,279000.0,17,567,0,0.0,1241000.0,36,2,1.483,0,69000.0,0
TRAD-000331,37,Salaried,588000.0,25,799,1,14600.0,214000.0,180,4,0.322,0,48000.0,1
TRAD-000332,34,Business Owner,522000.0,3,695,1,4900.0,2262000.0,24,3,2.279,0,348000.0,0
TRAD-000333,57,Salaried,611000.0,28,484,2,15200.0,1073000.0,60,1,0.65,0,120000.0,0
TRAD-000334,41,Salaried,888000.0,3,717,0,0.0,1008000.0,240,4,0.057,1,298000.0,1
TRAD-000335,56,Self-Employed,805000.0,1,661,1,11600.0,858000.0,120,4,0.28,0,0.0,0
TRAD-000336,63,Business Owner,440000.0,0,647,3,9800.0,1203000.0,180,3,0.45,0,426000.0,0
TRAD-000337,34,Salaried,688000.0,7,630,0,0.0,1242000.0,24,1,0.903,0,360000.0,0
TRAD-000338,29,Self-Employed,1067000.0,25,688,2,22500.0,338000.0,12,0,0.57,0,242000.0,1
TRAD-000339,62,Salaried,417000.0,9,654,1,16000.0,761000.0,180,4,0.582,0,340000.0,0
TRAD-000340,48,Salaried,691000.0,23,524,3,26500.0,975000.0,84,4,0.662,0,534000.0,0
TRAD-000341,33,Salaried,596000.0,12,821,2,13600.0,1279000.0,180,2,0.417,0,0.0,1
TRAD-000342,48,Self-Employed,632000.0,3,677,1,11600.0,1290000.0,180,2,0.356,0,317000.0,0
TRAD-000343,43,Salaried,193000.0,14,630,0,0.0,1007000.0,48,2,1.304,0,0.0,0
TRAD-000344,60,Self-Employed,1045000.0,6,593,1,6100.0,542000.0,12,4,0.589,0,322000.0,0
TRAD-000345,32,Salaried,433000.0,8,773,0,0.0,509000.0,240,1,0.059,0,235000.0,1
TRAD-000346,64,Business Owner,937000.0,15,577,1,1700.0,126000.0,36,3,0.067,0,294000.0,1
TRAD-000347,62,Business Owner,476000.0,23,713,1,10000.0,1285000.0,24,4,1.602,0,512000.0,0
TRAD-000348,28,Salaried,475000.0,17,645,2,30300.0,500000.0,84,1,0.916,0,505000.0,0
TRAD-000349,28,Salaried,990000.0,6,650,1,3800.0,775000.0,12,1,0.829,0,572000.0,0
TRAD-000350,44,Salaried,928000.0,21,595,0,0.0,1055000.0,12,0,1.137,0,201000.0,0
TRAD-000351,22,Business Owner,708000.0,20,641,0,0.0,903000.0,120,3,0.128,0,476000.0,1
TRAD-000352,34,Salaried,863000.0,7,701,0,0.0,896000.0,12,1,1.038,0,427000.0,1
TRAD-000353,40,Salaried,569000.0,25,722,0,0.0,312000.0,84,0,0.078,0,207000.0,1
TRAD-000354,63,Salaried,648000.0,25,625,4,42800.0,1075000.0,60,2,1.124,0,329000.0,0
TRAD-000355,64,Self-Employed,465000.0,18,691,0,0.0,697000.0,12,2,1.499,0,267000.0,0
TRAD-000356,27,Salaried,903000.0,8,784,0,0.0,844000.0,240,0,0.047,0,649000.0,1
TRAD-000357,60,Salaried,456000.0,10,542,2,7800.0,1653000.0,24,3,2.018,0,503000.0,0
TRAD-000358,25,Business Owner,1066000.0,13,699,0,0.0,1228000.0,84,2,0.165,0,216000.0,1
TRAD-000359,53,Salaried,562000.0,5,610,1,4900.0,529000.0,24,2,0.575,0,199000.0,0
TRAD-000360,58,Business Owner,656000.0,9,600,1,8300.0,803000.0,84,1,0.327,0,539000.0,1
TRAD-000361,60,Salaried,862000.0,4,725,1,13600.0,1940000.0,24,3,1.315,0,635000.0,0
TRAD-000362,30,Salaried,657000.0,4,648,1,9300.0,700000.0,180,3,0.241,0,379000.0,1
TRAD-000363,60,Business Owner,567000.0,22,584,1,13400.0,926000.0,60,3,0.61,0,465000.0,0
TRAD-000364,26,Self-Employed,642000.0,3,826,0,0.0,1332000.0,12,1,2.075,0,626000.0,0
TRAD-000365,43,Self-Employed,900000.0,14,787,0,0.0,1040000.0,12,2,1.156,0,256000.0,1
TRAD-000366,41,Salaried,464000.0,12,516,0,0.0,658000.0,60,1,0.284,0,321000.0,1
TRAD-000367,34,Salaried,615000.0,1,560,0,0.0,417000.0,60,1,0.136,0,422000.0,0
TRAD-000368,21,Salaried,653000.0,24,756,0,0.0,893000.0,36,4,0.456,0,193000.0,1
TRAD-000369,54,Salaried,892000.0,29,673,3,30100.0,1328000.0,84,1,0.618,0,725000.0,1
TRAD-000370,35,Salaried,622000.0,19,843,2,21100.0,1759000.0,180,1,0.596,0,190000.0,1
TRAD-000371,50,Salaried,1156000.0,20,759,0,0.0,50000.0,120,3,0.004,0,315000.0,1
TRAD-000372,39,Salaried,606000.0,6,728,0,0.0,2046000.0,120,3,0.338,0,779000.0,1
TRAD-000373,37,Salaried,583000.0,25,603,1,7800.0,713000.0,240,1,0.222,0,0.0,1
TRAD-000374,59,Salaried,602000.0,23,747,0,0.0,1501000.0,24,0,1.247,0,354000.0,1
TRAD-000375,25,Salaried,281000.0,13,579,1,7600.0,421000.0,12,3,1.823,1,135000.0,0
TRAD-000376,53,Business Owner,360000.0,21,824,2,19900.0,50000.0,24,4,0.733,0,300000.0,1
TRAD-000377,53,Self-Employed,501000.0,28,740,1,9800.0,50000.0,12,0,0.335,0,0.0,1
TRAD-000378,37,Salaried,968000.0,18,622,2,11100.0,685000.0,36,1,0.373,0,207000.0,1
TRAD-000379,32,Self-Employed,641000.0,5,776,4,24100.0,1241000.0,24,4,1.419,1,306000.0,0
TRAD-000380,21,Business Owner,514000.0,9,900,0,0.0,920000.0,240,3,0.089,0,360000.0,1
TRAD-000381,62,Salaried,993000.0,5,679,0,0.0,737000.0,48,3,0.186,0,524000.0,1
TRAD-000382,62,Salaried,1084000.0,9,752,4,41900.0,1627000.0,24,1,1.214,0,0.0,0
TRAD-000383,31,Salaried,1002000.0,26,659,0,0.0,901000.0,60,2,0.18,1,269000.0,1
TRAD-000384,22,Salaried,411000.0,5,708,0,0.0,1082000.0,48,0,0.658,0,256000.0,0
TRAD-000385,26,Self-Employed,511000.0,26,557,1,11700.0,2922000.0,12,4,3.0,0,284000.0,0
TRAD-000386,23,Business Owner,1158000.0,8,700,0,0.0,895000.0,240,2,0.039,0,308000.0,1
TRAD-000387,57,Salaried,718000.0,14,704,2,11000.0,448000.0,120,3,0.246,0,92000.0,1
TRAD-000388,60,Self-Employed,575000.0,15,871,2,22300.0,1213000.0,180,4,0.606,0,0.0,1
TRAD-000389,27,Salaried,851000.0,3,529,0,0.0,1377000.0,240,0,0.081,0,354000.0,1
TRAD-000390,53,Self-Employed,932000.0,5,673,0,0.0,1096000.0,180,4,0.078,0,51000.0,1
TRAD-000391,28,Self-Employed,490000.0,9,822,0,0.0,1002000.0,36,1,0.682,0,401000.0,1
TRAD-000392,37,Salaried,711000.0,1,677,2,12400.0,1863000.0,120,1,0.471,0,66000.0,0
TRAD-000393,47,Salaried,909000.0,22,684,1,10400.0,1782000.0,12,2,2.098,0,473000.0,0
TRAD-000394,52,Self-Employed,325000.0,16,621,1,5300.0,824000.0,48,1,0.83,0,286000.0,0
TRAD-000395,59,Business Owner,653000.0,25,611,0,0.0,482000.0,120,1,0.074,0,304000.0,1
TRAD-000396,22,Salaried,338000.0,25,527,4,32400.0,1179000.0,120,3,1.499,0,238000.0,0
TRAD-000397,29,Salaried,375000.0,10,640,0,0.0,478000.0,120,1,0.127,0,198000.0,1
TRAD-000398,33,Salaried,492000.0,24,606,0,0.0,1475000.0,120,3,0.3,0,242000.0,1
TRAD-000399,34,Self-Employed,784000.0,1,711,1,18700.0,1176000.0,12,1,1.786,0,595000.0,0
TRAD-000400,64,Self-Employed,560000.0,12,625,0,0.0,2636000.0,84,1,0.672,0,0.0,1
TRAD-000401,55,Self-Employed,468000.0,19,654,1,7300.0,1858000.0,84,0,0.754,0,138000.0,0
TRAD-000402,35,Self-Employed,664000.0,13,657,1,6600.0,199000.0,24,4,0.269,0,564000.0,1
TRAD-000403,63,Business Owner,329000.0,22,695,0,0.0,563000.0,36,0,0.57,0,505000.0,1
TRAD-000404,42,Business Owner,770000.0,25,650,2,12900.0,50000.0,60,2,0.214,0,636000.0,1
TRAD-000405,43,Salaried,967000.0,12,599,0,0.0,50000.0,84,1,0.007,0,285000.0,1
TRAD-000406,40,Self-Employed,628000.0,8,708,2,17700.0,974000.0,180,4,0.442,0,0.0,1
TRAD-000407,27,Salaried,593000.0,17,801,1,8800.0,125000.0,120,0,0.199,0,23000.0,1
TRAD-000408,62,Salaried,755000.0,26,712,0,0.0,1967000.0,240,2,0.13,0,225000.0,1
TRAD-000409,21,Business Owner,120000.0,29,642,0,0.0,1653000.0,36,2,3.0,0,490000.0,0
TRAD-000410,28,Self-Employed,800000.0,24,688,2,14900.0,724000.0,48,4,0.45,0,236000.0,1
TRAD-000411,31,Business Owner,1519000.0,7,505,1,7100.0,687000.0,36,0,0.207,0,217000.0,1
TRAD-000412,33,Salaried,616000.0,6,687,1,6600.0,1865000.0,240,4,0.28,0,399000.0,1
TRAD-000413,26,Salaried,617000.0,17,662,0,0.0,2014000.0,84,0,0.466,0,307000.0,1
TRAD-000414,21,Salaried,858000.0,12,611,0,0.0,294000.0,60,1,0.069,0,190000.0,1
TRAD-000415,50,Salaried,1111000.0,18,629,3,43000.0,210000.0,84,4,0.491,0,50000.0,1
TRAD-000416,63,Salaried,923000.0,27,661,1,16800.0,704000.0,36,1,0.473,0,537000.0,1
TRAD-000417,26,Salaried,120000.0,16,794,1,6700.0,1180000.0,180,2,1.326,0,562000.0,0
TRAD-000418,34,Salaried,808000.0,10,804,1,15700.0,566000.0,84,1,0.333,1,36000.0,0
TRAD-000419,43,Business Owner,1370000.0,26,612,0,0.0,1194000.0,60,4,0.174,0,199000.0,1
TRAD-000420,61,Salaried,824000.0,13,651,1,12900.0,2168000.0,120,0,0.451,0,467000.0,1
TRAD-000421,51,Salaried,327000.0,18,653,0,0.0,50000.0,180,4,0.01,0,16000.0,1
TRAD-000422,54,Self-Employed,729000.0,4,777,1,7600.0,610000.0,48,1,0.334,1,391000.0,0
TRAD-000423,46,Salaried,291000.0,15,714,2,23800.0,50000.0,120,2,0.999,1,218000.0,0
TRAD-000424,39,Business Owner,995000.0,12,709,0,0.0,356000.0,180,1,0.024,1,0.0,1
TRAD-000425,29,Self-Employed,382000.0,3,751,1,1900.0,708000.0,84,3,0.324,0,744000.0,1
TRAD-000426,59,Salaried,671000.0,6,643,0,0.0,427000.0,24,3,0.318,1,215000.0,0
TRAD-000427,56,Self-Employed,410000.0,21,830,2,25000.0,1238000.0,24,0,2.241,0,431000.0,0
TRAD-000428,22,Self-Employed,497000.0,5,700,0,0.0,998000.0,12,1,2.008,0,20000.0,0
TRAD-000429,52,Self-Employed,1066000.0,3,619,1,10900.0,1094000.0,36,3,0.465,0,688000.0,1
TRAD-000430,24,Business Owner,679000.0,1,678,1,6000.0,701000.0,24,2,0.622,0,787000.0,1
TRAD-000431,53,Self-Employed,493000.0,0,817,0,0.0,761000.0,84,2,0.221,0,0.0,1
TRAD-000432,57,Self-Employed,329000.0,13,660,2,17200.0,672000.0,240,1,0.729,0,259000.0,0
TRAD-000433,26,Salaried,126000.0,14,790,1,8200.0,738000.0,12,3,3.0,0,632000.0,0
TRAD-000434,40,Self-Employed,300000.0,18,641,0,0.0,1172000.0,36,4,1.302,0,183000.0,0
TRAD-000435,26,Business Owner,681000.0,17,627,1,12700.0,50000.0,12,0,0.297,0,402000.0,1
TRAD-000436,45,Self-Employed,924000.0,16,763,1,10400.0,1087000.0,12,3,1.311,0,0.0,0
TRAD-000437,61,Self-Employed,493000.0,29,617,1,10000.0,335000.0,12,4,0.923,0,103000.0,0
TRAD-000438,24,Salaried,1090000.0,7,778,2,34400.0,680000.0,84,1,0.468,0,376000.0,1
TRAD-000439,38,Self-Employed,449000.0,21,733,2,21800.0,50000.0,240,2,0.588,0,153000.0,1
TRAD-000440,63,Business Owner,583000.0,2,617,2,27600.0,667000.0,120,2,0.683,0,210000.0,0
TRAD-000441,34,Salaried,348000.0,25,693,0,0.0,1081000.0,120,3,0.311,1,0.0,0
TRAD-000442,26,Salaried,927000.0,10,648,0,0.0,1197000.0,24,3,0.646,0,464000.0,1
TRAD-000443,42,Salaried,1237000.0,10,733,0,0.0,129000.0,180,4,0.007,0,0.0,1
TRAD-000444,43,Salaried,157000.0,4,879,0,0.0,1166000.0,84,2,1.061,0,685000.0,0
TRAD-000445,50,Self-Employed,553000.0,15,665,0,0.0,1641000.0,240,4,0.148,0,129000.0,1
TRAD-000446,34,Salaried,1004000.0,11,751,1,10100.0,579000.0,48,2,0.265,0,500000.0,1
TRAD-000447,63,Salaried,245000.0,29,702,0,0.0,901000.0,120,1,0.368,0,476000.0,1
TRAD-000448,43,Self-Employed,809000.0,5,702,0,0.0,50000.0,60,3,0.012,1,54000.0,0
TRAD-000449,33,Self-Employed,992000.0,12,684,1,8600.0,317000.0,60,2,0.168,0,156000.0,1
TRAD-000450,63,Self-Employed,672000.0,27,619,0,0.0,1076000.0,12,3,1.601,1,186000.0,0
TRAD-000451,61,Self-Employed,804000.0,24,732,2,29100.0,1521000.0,60,3,0.813,0,203000.0,1
TRAD-000452,42,Self-Employed,1143000.0,22,673,1,7700.0,510000.0,24,0,0.304,0,0.0,1
TRAD-000453,22,Self-Employed,1196000.0,15,614,1,5100.0,2635000.0,120,2,0.271,0,433000.0,1
TRAD-000454,47,Self-Employed,633000.0,26,796,1,11200.0,1104000.0,120,0,0.387,0,128000.0,1
TRAD-000455,45,Salaried,501000.0,6,709,1,9400.0,72000.0,180,2,0.235,0,271000.0,1
TRAD-000456,27,Self-Employed,392000.0,24,678,1,7600.0,1737000.0,60,3,1.119,0,552000.0,0
TRAD-000457,48,Salaried,924000.0,17,827,0,0.0,86000.0,180,3,0.006,0,443000.0,1
TRAD-000458,57,Salaried,266000.0,10,526,2,18000.0,1113000.0,240,0,1.021,0,145000.0,0
TRAD-000459,25,Salaried,579000.0,6,821,2,28800.0,296000.0,60,4,0.699,0,560000.0,0
TRAD-000460,52,Business Owner,679000.0,15,616,3,32600.0,50000.0,240,3,0.58,0,466000.0,0
TRAD-000461,27,Self-Employed,509000.0,0,720,3,26600.0,1525000.0,120,1,0.927,0,124000.0,0
TRAD-000462,53,Salaried,728000.0,21,644,2,24800.0,731000.0,36,2,0.743,0,171000.0,1
TRAD-000463,39,Self-Employed,1368000.0,7,612,1,9100.0,2022000.0,60,0,0.375,0,550000.0,1
TRAD-000464,21,Salaried,616000.0,11,825,1,10600.0,238000.0,12,1,0.593,0,495000.0,1
TRAD-000465,63,Self-Employed,528000.0,5,876,0,0.0,50000.0,48,3,0.024,1,0.0,0
TRAD-000466,28,Business Owner,934000.0,13,679,1,11400.0,588000.0,48,4,0.304,0,49000.0,1
TRAD-000467,47,Self-Employed,717000.0,11,732,1,7200.0,2779000.0,36,2,1.412,0,474000.0,0
TRAD-000468,28,Self-Employed,1053000.0,5,705,0,0.0,1442000.0,48,1,0.342,0,6000.0,1
TRAD-000469,62,Salaried,696000.0,26,864,2,25300.0,1260000.0,12,4,2.247,0,501000.0,0
TRAD-000470,53,Salaried,580000.0,22,499,0,0.0,1282000.0,60,2,0.442,0,784000.0,1
TRAD-000471,56,Business Owner,151000.0,11,736,2,9300.0,585000.0,24,3,2.676,0,393000.0,0
TRAD-000472,40,Self-Employed,196000.0,1,631,1,9700.0,2674000.0,36,3,3.0,0,69000.0,0
TRAD-000473,41,Salaried,136000.0,25,476,1,7200.0,1198000.0,120,1,1.516,0,344000.0,0
TRAD-000474,48,Salaried,756000.0,20,666,0,0.0,1137000.0,180,0,0.1,0,559000.0,1
TRAD-000475,55,Salaried,269000.0,16,876,1,10000.0,1540000.0,24,3,3.0,0,325000.0,0
TRAD-000476,58,Salaried,1002000.0,18,638,1,22300.0,72000.0,84,4,0.277,0,421000.0,1
TRAD-000477,21,Salaried,658000.0,0,775,0,0.0,328000.0,240,4,0.025,0,100000.0,1
TRAD-000478,50,Salaried,582000.0,14,814,2,30300.0,740000.0,84,4,0.806,0,119000.0,1
TRAD-000479,25,Business Owner,414000.0,5,699,1,15500.0,1544000.0,12,1,3.0,0,527000.0,0
TRAD-000480,33,Salaried,824000.0,19,711,1,11100.0,56000.0,120,4,0.168,0,122000.0,1
TRAD-000481,57,Salaried,425000.0,27,537,1,9100.0,856000.0,12,0,2.271,1,0.0,0
TRAD-000482,32,Salaried,374000.0,15,632,3,28100.0,764000.0,84,1,1.193,0,223000.0,0
TRAD-000483,56,Salaried,983000.0,18,786,0,0.0,50000.0,60,3,0.01,0,379000.0,1
TRAD-000484,41,Business Owner,749000.0,20,706,0,0.0,569000.0,60,1,0.152,1,565000.0,1
TRAD-000485,31,Salaried,584000.0,27,735,1,5500.0,1252000.0,36,0,0.828,1,711000.0,0
TRAD-000486,35,Self-Employed,830000.0,1,713,1,8400.0,50000.0,180,0,0.125,0,321000.0,1
TRAD-000487,44,Business Owner,653000.0,9,900,2,15700.0,1817000.0,12,4,3.0,0,465000.0,0
TRAD-000488,54,Salaried,757000.0,8,659,4,8400.0,1204000.0,240,2,0.213,0,330000.0,1
TRAD-000489,47,Self-Employed,421000.0,21,853,1,12400.0,1125000.0,12,0,3.0,0,389000.0,0
TRAD-000490,62,Business Owner,1230000.0,13,713,2,26500.0,905000.0,36,3,0.504,0,253000.0,1
TRAD-000491,59,Salaried,488000.0,23,861,0,0.0,190000.0,60,1,0.078,1,397000.0,1
TRAD-000492,54,Salaried,1086000.0,14,584,1,13100.0,478000.0,60,1,0.233,0,118000.0,1
TRAD-000493,47,Business Owner,597000.0,29,718,2,5300.0,1135000.0,36,4,0.74,0,795000.0,1
TRAD-000494,33,Business Owner,876000.0,23,663,0,0.0,476000.0,36,2,0.181,1,0.0,1
TRAD-000495,39,Salaried,856000.0,0,713,0,0.0,1023000.0,84,0,0.171,0,443000.0,1
TRAD-000496,26,Self-Employed,971000.0,29,816,0,0.0,316000.0,12,4,0.325,0,380000.0,1
TRAD-000497,37,Salaried,415000.0,28,736,2,18700.0,1193000.0,24,0,1.978,0,393000.0,0
TRAD-000498,61,Business Owner,951000.0,1,816,0,0.0,1242000.0,48,3,0.326,0,4000.0,1
TRAD-000499,39,Salaried,1167000.0,11,636,1,7400.0,50000.0,12,0,0.119,0,0.0,1
TRAD-000500,26,Salaried,578000.0,29,622,1,8600.0,944000.0,12,1,1.812,0,451000.0,0
TRAD-000501,49,Self-Employed,660000.0,25,702,1,14500.0,50000.0,12,4,0.339,0,635000.0,1
TRAD-000502,63,Business Owner,503000.0,14,696,0,0.0,50000.0,180,0,0.007,0,355000.0,1
TRAD-000503,59,Business Owner,553000.0,16,682,1,18000.0,514000.0,24,4,0.855,0,501000.0,1
TRAD-000504,33,Salaried,1129000.0,0,609,0,0.0,2718000.0,24,1,1.204,0,185000.0,0
TRAD-000505,40,Salaried,369000.0,16,814,1,10000.0,1404000.0,180,1,0.579,0,383000.0,1
TRAD-000506,44,Business Owner,386000.0,19,666,0,0.0,1805000.0,48,4,1.169,0,606000.0,1
TRAD-000507,31,Business Owner,1101000.0,10,835,0,0.0,1295000.0,60,3,0.235,0,222000.0,1
TRAD-000508,32,Salaried,825000.0,9,701,0,0.0,1034000.0,84,1,0.179,1,596000.0,0
TRAD-000509,31,Self-Employed,1244000.0,24,762,2,22400.0,1482000.0,84,3,0.386,0,0.0,1
TRAD-000510,64,Salaried,524000.0,13,753,0,0.0,484000.0,48,2,0.231,0,147000.0,1
TRAD-000511,53,Salaried,685000.0,7,622,2,29000.0,1206000.0,180,0,0.625,0,436000.0,0
TRAD-000512,57,Salaried,465000.0,11,735,1,4900.0,1665000.0,36,1,1.32,0,776000.0,0
TRAD-000513,56,Salaried,690000.0,14,883,0,0.0,1355000.0,24,1,0.982,0,304000.0,1
TRAD-000514,63,Salaried,153000.0,7,724,2,22500.0,1708000.0,60,2,3.0,0,42000.0,0
