applicant_id,age,occupation_type,monthly_upi_txn_count,monthly_upi_turnover,avg_daily_balance,cashflow_volatility,utility_payment_reliability,rent_payment_reliability,months_of_transaction_history,requested_loan_amount,alternate_credit_score,approved
THIN-000274,38,Gig Worker,174,98500.0,200.0,0.46,0.711,0.642,9,57000.0,404,0
THIN-000275,30,Vendor,269,135000.0,23670.0,0.3,0.723,0.622,33,122000.0,547,1
THIN-000276,47,Shopkeeper,591,87300.0,5290.0,0.222,0.971,0.959,39,102000.0,645,1
THIN-000277,40,Shopkeeper,671,5000.0,200.0,0.356,0.907,0.767,8,215000.0,459,0
THIN-000278,55,Vendor,702,130100.0,11040.0,0.106,0.616,0.747,16,124000.0,599,1
THIN-000279,56,Shopkeeper,150,16600.0,200.0,0.284,0.876,0.514,50,20000.0,499,1
THIN-000280,41,Vendor,514,198900.0,21010.0,0.361,0.673,0.874,43,50000.0,578,1
THIN-000281,38,Gig Worker,587,91600.0,200.0,0.13,0.635,0.487,52,55000.0,589,1
THIN-000282,49,Gig Worker,606,98800.0,9880.0,0.319,0.688,0.792,14,51000.0,517,1
THIN-000283,56,Vendor,535,71400.0,20850.0,0.193,0.83,0.836,7,166000.0,563,1
THIN-000284,55,Vendor,556,142300.0,20100.0,0.25,0.885,0.616,51,182000.0,608,1
THIN-000285,24,Shopkeeper,238,40700.0,200.0,0.161,0.775,0.344,14,6000.0,488,1
THIN-000286,45,Gig Worker,40,85700.0,19270.0,0.271,0.885,0.441,14,100000.0,470,1
THIN-000287,58,Freelancer,556,114200.0,16880.0,0.3,0.741,0.866,57,5000.0,594,1
THIN-000288,48,Shopkeeper,134,81100.0,6920.0,0.113,0.895,0.601,17,197000.0,568,1
THIN-000289,19,Shopkeeper,432,77600.0,16090.0,0.102,0.781,0.626,13,5000.0,598,1
THIN-000290,56,Gig Worker,250,128100.0,7940.0,0.167,0.725,0.636,42,41000.0,596,1
THIN-000291,37,Shopkeeper,171,56500.0,22310.0,0.114,0.705,0.26,51,80000.0,571,1
THIN-000292,48,Gig Worker,385,36900.0,17010.0,0.148,0.823,0.829,37,216000.0,644,1
THIN-000293,45,Gig Worker,219,107400.0,12000.0,0.183,0.542,0.557,46,198000.0,558,1
THIN-000294,43,Gig Worker,81,111500.0,200.0,0.586,0.252,0.835,19,94000.0,364,0
THIN-000295,23,Shopkeeper,650,97800.0,16640.0,0.177,0.858,0.766,39,174000.0,642,1
THIN-000296,36,Shopkeeper,45,48200.0,9360.0,0.134,0.511,0.599,37,329000.0,544,1
THIN-000297,44,Gig Worker,789,46600.0,15930.0,0.205,0.924,0.778,10,63000.0,565,1
THIN-000298,35,Vendor,116,80700.0,7110.0,0.101,0.971,0.624,56,79000.0,630,1
THIN-000299,26,Vendor,97,72200.0,1150.0,0.278,0.952,0.473,46,202000.0,524,1
THIN-000300,22,Gig Worker,240,95100.0,13380.0,0.313,0.86,0.578,28,95000.0,530,1
THIN-000301,52,Vendor,732,5000.0,6780.0,0.356,0.937,0.607,5,299000.0,460,0
THIN-000302,49,Gig Worker,487,56100.0,200.0,0.178,0.629,0.733,22,73000.0,548,1
THIN-000303,21,Vendor,19,235800.0,5100.0,0.128,0.536,0.787,31,173000.0,565,1
THIN-000304,57,Shopkeeper,133,39300.0,10910.0,0.164,0.563,0.413,33,38000.0,523,1
THIN-000305,19,Vendor,207,107400.0,23610.0,0.544,0.978,0.282,6,69000.0,412,0
THIN-000306,33,Shopkeeper,398,108800.0,19700.0,0.09,0.583,0.603,31,56000.0,630,1
THIN-000307,39,Gig Worker,564,5000.0,6370.0,0.216,0.834,0.96,19,33000.0,560,1
THIN-000308,58,Freelancer,373,64500.0,810.0,0.095,0.951,0.74,43,228000.0,665,1
THIN-000309,42,Shopkeeper,419,21400.0,200.0,0.242,0.94,0.701,48,131000.0,578,1
THIN-000310,47,Vendor,118,91900.0,200.0,0.202,0.52,0.802,56,55000.0,530,1
THIN-000311,20,Shopkeeper,261,6400.0,11290.0,0.064,0.733,0.819,19,245000.0,596,1
THIN-000312,50,Vendor,270,40200.0,12530.0,0.22,0.815,0.937,4,54000.0,524,1
THIN-000313,23,Shopkeeper,553,115700.0,7350.0,0.449,0.915,0.836,4,5000.0,490,1
THIN-000314,51,Gig Worker,150,33700.0,15210.0,0.261,0.944,0.83,20,75000.0,534,1
THIN-000315,44,Gig Worker,491,100700.0,24010.0,0.334,0.778,0.39,10,156000.0,481,1
THIN-000316,57,Vendor,547,209500.0,9630.0,0.207,0.87,0.486,51,52000.0,611,1
THIN-000317,32,Shopkeeper,364,5000.0,4800.0,0.307,0.911,0.494,6,188000.0,455,0
THIN-000318,55,Freelancer,115,91300.0,15050.0,0.421,0.935,0.619,15,5000.0,464,1
THIN-000319,37,Vendor,297,80300.0,5280.0,0.346,0.881,0.935,3,152000.0,495,0
THIN-000320,35,Gig Worker,132,34500.0,6980.0,0.406,0.863,0.823,14,60000.0,463,0
THIN-000321,29,Freelancer,619,94000.0,18620.0,0.058,0.787,0.547,4,56000.0,598,1
THIN-000322,48,Shopkeeper,134,95600.0,23210.0,0.32,0.789,0.596,16,160000.0,479,0
THIN-000323,59,Shopkeeper,371,80700.0,22700.0,0.357,0.821,0.461,49,174000.0,544,1
THIN-000324,33,Vendor,358,85600.0,200.0,0.292,0.502,0.746,46,5000.0,526,1
THIN-000325,50,Gig Worker,346,62200.0,200.0,0.414,0.867,0.52,28,214000.0,488,1
THIN-000326,57,Vendor,167,147200.0,200.0,0.105,0.946,0.564,28,112000.0,594,1
THIN-000327,57,Gig Worker,578,110500.0,2950.0,0.193,0.733,0.312,38,36000.0,572,1
THIN-000328,54,Shopkeeper,427,67900.0,2610.0,0.251,0.876,0.72,30,260000.0,581,1
THIN-000329,26,Shopkeeper,164,5000.0,15480.0,0.421,0.638,0.829,40,52000.0,478,1
THIN-000330,47,Gig Worker,626,70400.0,5180.0,0.271,0.857,0.599,23,252000.0,548,1
THIN-000331,27,Shopkeeper,576,155500.0,200.0,0.199,0.38,0.924,19,220000.0,532,1
THIN-000332,19,Shopkeeper,112,60600.0,200.0,0.227,0.725,0.542,13,5000.0,456,1
THIN-000333,39,Gig Worker,726,44200.0,14500.0,0.118,0.884,0.586,9,170000.0,580,1
THIN-000334,52,Gig Worker,704,58200.0,11320.0,0.075,0.846,0.523,16,74000.0,613,1
THIN-000335,49,Gig Worker,123,63100.0,10730.0,0.425,0.986,0.829,22,5000.0,500,1
THIN-000336,33,Shopkeeper,611,78600.0,3670.0,0.155,0.951,0.754,51,163000.0,650,1
THIN-000337,55,Vendor,634,10900.0,27780.0,0.16,0.611,0.699,20,77000.0,555,1
THIN-000338,49,Shopkeeper,423,220900.0,8450.0,0.113,0.911,0.512,19,186000.0,619,1
THIN-000339,33,Freelancer,270,43200.0,11990.0,0.118,0.82,0.713,52,134000.0,631,1
THIN-000340,59,Gig Worker,435,39400.0,17240.0,0.328,0.739,0.657,12,106000.0,495,1
THIN-000341,58,Shopkeeper,169,5000.0,2590.0,0.163,0.858,0.697,46,317000.0,564,1
THIN-000342,20,Vendor,531,120300.0,16290.0,0.463,0.565,0.689,50,53000.0,520,1
THIN-000343,36,Vendor,398,5000.0,1920.0,0.197,0.675,0.68,15,276000.0,508,1
THIN-000344,49,Gig Worker,658,114700.0,12980.0,0.103,0.66,0.627,48,85000.0,644,1
THIN-000345,41,Vendor,368,241600.0,17200.0,0.565,0.904,0.568,52,302000.0,533,1
THIN-000346,19,Gig Worker,632,9000.0,4450.0,0.595,0.873,0.532,48,21000.0,484,0
THIN-000347,49,Shopkeeper,190,126900.0,19410.0,0.118,0.928,0.877,6,228000.0,585,1
THIN-000348,47,Shopkeeper,445,78700.0,2180.0,0.359,0.981,0.599,29,132000.0,547,1
THIN-000349,56,Shopkeeper,191,148400.0,11400.0,0.51,0.84,0.547,59,33000.0,498,1
THIN-000350,48,Vendor,76,104500.0,5540.0,0.289,0.909,0.773,49,271000.0,552,1
THIN-000351,23,Vendor,537,51200.0,29440.0,0.241,0.684,0.772,7,63000.0,521,1
THIN-000352,57,Vendor,171,5000.0,13120.0,0.2,0.791,0.69,13,152000.0,492,1
THIN-000353,48,Freelancer,107,79700.0,670.0,0.241,0.64,0.68,8,227000.0,450,0
THIN-000354,48,Vendor,708,183400.0,5290.0,0.037,0.851,0.388,39,226000.0,684,1
THIN-000355,52,Vendor,779,63400.0,12690.0,0.442,0.843,0.412,4,109000.0,441,1
THIN-000356,36,Vendor,271,137900.0,11940.0,0.078,0.878,0.804,29,80000.0,663,1
THIN-000357,34,Vendor,429,79700.0,200.0,0.441,0.924,0.855,59,67000.0,550,1
THIN-000358,22,Shopkeeper,793,83300.0,17900.0,0.195,0.753,0.561,51,201000.0,603,1
THIN-000359,29,Gig Worker,169,64200.0,16750.0,0.124,0.69,0.894,58,88000.0,621,1
THIN-000360,25,Gig Worker,751,13200.0,30640.0,0.303,0.991,0.719,50,134000.0,587,1
THIN-000361,52,Shopkeeper,692,81800.0,9460.0,0.139,0.793,0.913,20,5000.0,620,1
THIN-000362,47,Gig Worker,219,133000.0,200.0,0.28,0.538,0.727,25,84000.0,488,1
THIN-000363,56,Freelancer,336,91800.0,8600.0,0.132,0.806,0.312,47,138000.0,602,1
THIN-000364,58,Gig Worker,639,5000.0,200.0,0.103,0.853,0.556,20,154000.0,561,1
THIN-000365,37,Freelancer,265,5100.0,5260.0,0.228,0.838,0.671,23,103000.0,518,1
THIN-000366,52,Shopkeeper,465,99000.0,200.0,0.419,0.59,0.745,58,20000.0,510,1
THIN-000367,35,Gig Worker,697,98700.0,14460.0,0.121,0.71,0.73,29,5000.0,631,1
THIN-000368,27,Vendor,538,122600.0,14280.0,0.486,0.834,0.624,45,275000.0,539,1
THIN-000369,32,Shopkeeper,466,179400.0,19550.0,0.397,0.677,0.68,34,107000.0,546,1
THIN-000370,35,Gig Worker,652,55400.0,17020.0,0.213,0.477,0.575,20,105000.0,521,1
THIN-000371,48,Gig Worker,539,85200.0,200.0,0.125,0.581,0.749,43,161000.0,609,1
THIN-000372,59,Vendor,421,54400.0,27720.0,0.333,0.855,0.736,10,149000.0,515,1
THIN-000373,51,Gig Worker,348,54300.0,9660.0,0.143,0.965,0.763,56,175000.0,652,1
THIN-000374,40,Vendor,509,89300.0,11630.0,0.593,0.598,0.565,22,312000.0,452,1
THIN-000375,43,Vendor,296,145900.0,200.0,0.106,0.75,0.241,50,120000.0,582,1
THIN-000376,56,Freelancer,174,74700.0,11830.0,0.166,0.578,0.695,18,75000.0,526,1
THIN-000377,46,Gig Worker,643,49400.0,8240.0,0.596,0.834,0.533,14,5000.0,446,1
THIN-000378,19,Shopkeeper,315,34800.0,4640.0,0.295,0.869,0.844,52,163000.0,575,1
THIN-000379,31,Vendor,125,148500.0,8990.0,0.194,0.807,0.616,55,61000.0,575,1
THIN-000380,57,Freelancer,233,129600.0,3690.0,0.225,0.888,0.785,49,99000.0,597,1
THIN-000381,49,Vendor,75,59400.0,17980.0,0.119,0.683,0.74,23,208000.0,562,1
THIN-000382,48,Shopkeeper,435,23500.0,4780.0,0.06,0.503,0.388,46,166000.0,608,1
THIN-000383,46,Vendor,340,5000.0,3400.0,0.426,0.752,0.49,24,62000.0,447,1
THIN-000384,23,Vendor,425,8600.0,2670.0,0.106,0.36,0.832,32,139000.0,581,1
THIN-000385,31,Gig Worker,439,117900.0,19140.0,0.174,0.41,0.647,31,209000.0,574,1
THIN-000386,29,Vendor,218,166400.0,21040.0,0.389,0.788,0.73,27,117000.0,519,1
THIN-000387,55,Shopkeeper,334,26000.0,1370.0,0.252,0.625,0.756,11,209000.0,485,1
THIN-000388,34,Gig Worker,795,133300.0,11210.0,0.394,0.911,0.528,52,63000.0,557,1
THIN-000389,44,Shopkeeper,247,130200.0,8650.0,0.191,0.693,0.647,5,122000.0,506,1
THIN-000390,34,Shopkeeper,395,105300.0,21790.0,0.166,0.831,0.783,35,70000.0,644,1
THIN-000391,22,Vendor,770,66200.0,200.0,0.349,0.723,0.713,47,138000.0,534,1
THIN-000392,52,Gig Worker,740,76200.0,230.0,0.26,0.552,0.785,11,290000.0,488,1
THIN-000393,44,Shopkeeper,351,124500.0,430.0,0.057,0.891,0.872,23,286000.0,661,1
THIN-000394,33,Shopkeeper,746,6200.0,200.0,0.357,0.699,0.582,16,14000.0,441,0
THIN-000395,26,Freelancer,61,220400.0,15940.0,0.411,0.559,0.755,11,168000.0,429,1
THIN-000396,19,Vendor,227,22300.0,4660.0,0.308,0.825,0.792,13,160000.0,486,0
THIN-000397,32,Shopkeeper,760,57500.0,9960.0,0.33,0.87,0.559,17,160000.0,514,1
THIN-000398,46,Freelancer,70,94800.0,200.0,0.46,0.858,0.864,26,50000.0,467,1
THIN-000399,52,Vendor,299,141300.0,4880.0,0.209,0.569,0.835,4,161000.0,505,1
THIN-000400,19,Vendor,195,104100.0,15660.0,0.21,0.741,0.517,22,249000.0,527,1
THIN-000401,57,Freelancer,528,5000.0,5950.0,0.077,0.333,0.346,7,252000.0,486,1
THIN-000402,38,Shopkeeper,123,69100.0,18330.0,0.434,0.66,0.705,20,162000.0,451,1
THIN-000403,52,Gig Worker,144,79200.0,200.0,0.056,0.868,0.347,18,251000.0,559,1
THIN-000404,25,Gig Worker,122,25300.0,12670.0,0.187,0.559,0.84,6,30000.0,478,1
THIN-000405,38,Freelancer,286,5000.0,16240.0,0.12,0.649,0.794,15,79000.0,546,1
THIN-000406,39,Gig Worker,261,50000.0,22370.0,0.237,0.402,0.58,48,103000.0,524,1
THIN-000407,48,Gig Worker,766,5000.0,15360.0,0.119,0.561,0.795,10,189000.0,541,1
THIN-000408,19,Shopkeeper,776,78300.0,570.0,0.43,0.915,0.63,12,175000.0,476,0
THIN-000409,27,Shopkeeper,67,191900.0,11400.0,0.306,0.797,0.931,14,149000.0,503,1
THIN-000410,25,Freelancer,544,124000.0,17780.0,0.295,0.67,0.422,21,143000.0,512,1
THIN-000411,38,Vendor,444,31600.0,2590.0,0.103,0.428,0.689,31,190000.0,589,1
THIN-000412,35,Vendor,271,60300.0,2370.0,0.499,0.61,0.718,36,113000.0,484,1
THIN-000413,47,Freelancer,407,84300.0,7100.0,0.166,0.678,0.757,11,238000.0,557,1
THIN-000414,44,Shopkeeper,709,28600.0,12830.0,0.337,0.782,0.813,5,9000.0,489,1
THIN-000415,27,Gig Worker,463,128400.0,4380.0,0.338,0.697,0.74,56,173000.0,561,1
THIN-000416,50,Shopkeeper,783,130300.0,4280.0,0.13,0.752,0.674,45,151000.0,640,1
THIN-000417,28,Shopkeeper,798,126900.0,21330.0,0.14,0.844,0.814,34,209000.0,661,1
THIN-000418,25,Gig Worker,755,91500.0,6790.0,0.18,0.815,0.783,12,5000.0,572,1
THIN-000419,30,Gig Worker,221,15800.0,5990.0,0.184,0.728,0.584,25,182000.0,528,1
THIN-000420,41,Shopkeeper,212,111300.0,200.0,0.127,0.848,0.73,42,203000.0,610,1
THIN-000421,20,Vendor,786,74600.0,15230.0,0.238,0.669,0.578,26,94000.0,551,1
THIN-000422,44,Vendor,178,132500.0,9880.0,0.299,0.74,0.743,57,210000.0,549,1
THIN-000423,24,Vendor,592,51100.0,7050.0,0.154,0.847,0.681,14,67000.0,576,1
THIN-000424,35,Gig Worker,559,52900.0,9850.0,0.078,0.666,0.792,13,5000.0,607,1
THIN-000425,23,Vendor,403,74300.0,16350.0,0.208,0.798,0.788,31,175000.0,608,1
THIN-000426,29,Shopkeeper,189,155400.0,7640.0,0.529,0.642,0.385,13,170000.0,400,0
THIN-000427,23,Shopkeeper,365,75600.0,4450.0,0.117,0.917,0.444,18,31000.0,588,1
THIN-000428,19,Shopkeeper,382,99800.0,200.0,0.136,0.226,0.859,49,113000.0,573,1
THIN-000429,48,Freelancer,86,97000.0,1720.0,0.223,0.851,0.586,10,180000.0,481,1
THIN-000430,20,Shopkeeper,191,99900.0,23720.0,0.235,0.91,0.714,12,51000.0,530,1
THIN-000431,21,Freelancer,209,102400.0,17320.0,0.102,0.676,0.862,17,114000.0,592,1
THIN-000432,37,Gig Worker,296,138000.0,4050.0,0.361,0.9,0.543,32,330000.0,534,1
THIN-000433,29,Vendor,720,94500.0,11950.0,0.15,0.573,0.555,33,21000.0,594,1
THIN-000434,51,Freelancer,648,91200.0,13160.0,0.229,0.826,0.807,59,109000.0,619,1
THIN-000435,35,Vendor,343,23000.0,6000.0,0.072,0.765,0.612,15,143000.0,589,1
THIN-000436,42,Shopkeeper,588,34100.0,200.0,0.328,0.815,0.755,40,13000.0,546,1
THIN-000437,56,Shopkeeper,322,63200.0,8660.0,0.206,0.764,0.628,39,254000.0,587,1
THIN-000438,36,Vendor,452,159600.0,14410.0,0.608,0.76,0.708,42,16000.0,524,1
THIN-000439,43,Gig Worker,124,5000.0,22110.0,0.357,0.749,0.325,5,107000.0,378,0
THIN-000440,22,Gig Worker,618,144000.0,14790.0,0.185,0.79,0.784,23,91000.0,604,1
THIN-000441,39,Vendor,421,5000.0,200.0,0.329,0.777,0.258,39,154000.0,476,1
THIN-000442,59,Gig Worker,326,102800.0,8410.0,0.236,0.764,0.554,19,135000.0,532,1
THIN-000443,46,Shopkeeper,423,5000.0,20470.0,0.375,0.609,0.689,15,79000.0,457,0
THIN-000444,20,Vendor,442,100300.0,12040.0,0.238,0.964,0.645,33,221000.0,609,1
THIN-000445,57,Vendor,559,38100.0,14830.0,0.533,0.811,0.768,13,68000.0,472,0
THIN-000446,57,Vendor,513,144800.0,8050.0,0.057,0.666,0.526,55,5000.0,663,1
THIN-000447,43,Vendor,660,116100.0,5970.0,0.378,0.746,0.734,26,133000.0,531,1
THIN-000448,47,Shopkeeper,367,53200.0,8720.0,0.13,0.749,0.455,52,156000.0,609,1
THIN-000449,35,Freelancer,665,74700.0,19080.0,0.222,0.594,0.385,27,144000.0,535,1
THIN-000450,30,Freelancer,549,41200.0,21640.0,0.443,0.893,0.765,43,199000.0,557,1
THIN-000451,52,Shopkeeper,174,29400.0,24790.0,0.459,0.277,0.291,12,221000.0,346,0
THIN-000452,25,Shopkeeper,515,44700.0,19680.0,0.293,0.964,0.801,24,38000.0,576,1
THIN-000453,38,Shopkeeper,163,9300.0,5370.0,0.423,0.715,0.77,56,226000.0,482,1
THIN-000454,59,Freelancer,86,96600.0,5220.0,0.407,0.5,0.779,54,136000.0,477,1
THIN-000455,30,Freelancer,562,126500.0,7260.0,0.129,0.958,0.667,6,55000.0,590,1
THIN-000456,40,Shopkeeper,76,103500.0,11240.0,0.133,0.709,0.893,53,221000.0,607,1
THIN-000457,27,Gig Worker,120,99000.0,17440.0,0.306,0.748,0.722,24,109000.0,507,1
THIN-000458,41,Gig Worker,77,5000.0,18690.0,0.21,0.952,0.629,57,290000.0,545,1
THIN-000459,29,Shopkeeper,680,96600.0,10000.0,0.142,0.779,0.731,14,231000.0,588,1
THIN-000460,49,Shopkeeper,390,69700.0,200.0,0.342,0.776,0.75,32,216000.0,534,1
THIN-000461,24,Vendor,136,71000.0,17800.0,0.114,0.881,0.365,18,101000.0,551,1
THIN-000462,19,Gig Worker,371,41800.0,10060.0,0.361,0.689,0.713,50,5000.0,540,1
THIN-000463,34,Gig Worker,365,90700.0,3250.0,0.291,0.803,0.73,40,170000.0,575,1
THIN-000464,34,Gig Worker,257,10400.0,15110.0,0.257,0.512,0.775,59,146000.0,526,1
THIN-000465,58,Gig Worker,691,108100.0,10770.0,0.506,0.816,0.7,29,27000.0,520,1
THIN-000466,24,Freelancer,346,26600.0,18660.0,0.298,0.793,0.524,9,30000.0,479,0
THIN-000467,45,Gig Worker,703,130300.0,3340.0,0.211,0.834,0.489,30,123000.0,579,1
THIN-000468,42,Freelancer,26,27300.0,13790.0,0.068,0.437,0.501,54,136000.0,557,1
THIN-000469,24,Gig Worker,738,55500.0,7720.0,0.082,0.668,0.903,4,100000.0,591,1
THIN-000470,22,Freelancer,150,135200.0,200.0,0.637,0.464,0.684,26,194000.0,398,0
THIN-000471,53,Shopkeeper,716,101600.0,6450.0,0.364,0.631,0.803,12,180000.0,492,1
THIN-000472,25,Shopkeeper,438,121900.0,9160.0,0.348,0.839,0.777,27,16000.0,558,1
THIN-000473,41,Gig Worker,112,10200.0,11170.0,0.213,0.596,0.825,36,129000.0,533,1
THIN-000474,56,Freelancer,729,9900.0,14630.0,0.181,0.74,0.748,40,119000.0,599,1
THIN-000475,56,Vendor,795,68900.0,10400.0,0.266,0.883,0.778,16,232000.0,555,1
THIN-000476,24,Gig Worker,54,103900.0,8660.0,0.227,0.778,0.631,5,122000.0,468,1
THIN-000477,51,Gig Worker,362,77400.0,2020.0,0.169,0.521,0.554,4,199000.0,489,1
THIN-000478,53,Shopkeeper,329,57700.0,10890.0,0.301,0.92,0.746,33,52000.0,575,1
THIN-000479,45,Freelancer,205,82800.0,9870.0,0.213,0.826,0.58,50,146000.0,572,1
THIN-000480,59,Vendor,277,40800.0,200.0,0.436,0.941,0.269,57,84000.0,474,1
THIN-000481,30,Gig Worker,26,137200.0,15310.0,0.201,0.666,0.541,50,21000.0,537,1
THIN-000482,24,Freelancer,607,77100.0,7460.0,0.369,0.685,0.501,4,160000.0,447,0
THIN-000483,20,Gig Worker,41,84900.0,10970.0,0.259,0.848,0.658,5,227000.0,464,1
THIN-000484,47,Freelancer,348,153600.0,7150.0,0.411,0.68,0.533,21,120000.0,482,1
THIN-000485,44,Gig Worker,142,126200.0,8140.0,0.272,0.86,0.77,7,5000.0,494,1
THIN-000486,51,Shopkeeper,112,165800.0,19240.0,0.253,0.554,0.565,36,123000.0,524,1
THIN-000487,35,Vendor,674,28300.0,1480.0,0.109,0.725,0.824,3,263000.0,556,1
THIN-000488,50,Freelancer,29,108500.0,6830.0,0.371,0.808,0.506,37,118000.0,489,1
THIN-000489,34,Vendor,528,111300.0,11700.0,0.05,0.753,0.818,43,179000.0,703,1
THIN-000490,22,Vendor,585,106000.0,200.0,0.318,0.739,0.39,27,49000.0,498,1
THIN-000491,59,Vendor,472,60900.0,13790.0,0.045,0.93,0.656,59,90000.0,705,1
THIN-000492,38,Freelancer,131,36800.0,2330.0,0.125,0.707,0.963,46,92000.0,606,1
THIN-000493,44,Shopkeeper,255,108700.0,9330.0,0.351,0.598,0.675,56,206000.0,521,1
THIN-000494,33,Gig Worker,498,177000.0,14860.0,0.254,0.643,0.83,19,295000.0,557,1
THIN-000495,48,Vendor,794,112900.0,4640.0,0.218,0.514,0.65,26,182000.0,546,1
THIN-000496,20,Gig Worker,516,195500.0,200.0,0.469,0.625,0.715,18,171000.0,464,1
THIN-000497,33,Vendor,84,84100.0,4140.0,0.152,0.712,0.783,18,63000.0,537,1
THIN-000498,54,Gig Worker,123,100600.0,11300.0,0.07,0.375,0.774,51,143000.0,602,1
THIN-000499,20,Gig Worker,401,106900.0,200.0,0.355,0.922,0.587,40,84000.0,548,1
THIN-000500,25,Shopkeeper,631,5000.0,200.0,0.185,0.775,0.904,57,166000.0,584,1
THIN-000501,55,Shopkeeper,144,136400.0,16250.0,0.162,0.433,0.779,19,52000.0,526,1
THIN-000502,33,Shopkeeper,30,133100.0,15630.0,0.24,0.665,0.534,52,5000.0,522,1
THIN-000503,26,Gig Worker,329,170000.0,5550.0,0.248,0.582,0.752,52,194000.0,571,1
THIN-000504,53,Vendor,23,148700.0,9080.0,0.187,0.748,0.487,45,12000.0,545,1
THIN-000505,26,Vendor,466,80900.0,16390.0,0.39,0.932,0.833,7,5000.0,512,0
THIN-000506,28,Vendor,388,52300.0,13230.0,0.342,0.611,0.717,58,71000.0,543,1
THIN-000507,22,Shopkeeper,231,87800.0,200.0,0.063,0.773,0.413,38,97000.0,610,1
THIN-000508,38,Vendor,593,78800.0,12230.0,0.437,0.679,0.297,23,29000.0,464,1
THIN-000509,45,Gig Worker,283,39700.0,12540.0,0.213,0.43,0.689,33,196000.0,536,1
THIN-000510,37,Vendor,271,111200.0,13560.0,0.059,0.887,0.632,54,53000.0,676,1
THIN-000511,50,Gig Worker,715,69000.0,200.0,0.457,0.601,0.567,33,122000.0,476,1
THIN-000512,29,Freelancer,792,5000.0,15390.0,0.191,0.642,0.804,21,127000.0,544,1
THIN-000513,53,Shopkeeper,667,128000.0,200.0,0.096,0.929,0.621,11,172000.0,593,1
THIN-000514,39,Shopkeeper,222,40100.0,3400.0,0.41,0.919,0.773,37,236000.0,530,1
THIN-000515,50,Gig Worker,103,94200.0,10210.0,0.65,0.862,0.693,19,40000.0,434,1
THIN-000516,34,Vendor,516,23400.0,11760.0,0.528,0.553,0.764,58,119000.0,494,1
THIN-000517,55,Shopkeeper,191,150800.0,8490.0,0.145,0.962,0.773,30,110000.0,623,1
THIN-000518,28,Vendor,111,110900.0,15420.0,0.096,0.947,0.636,55,119000.0,638,1
THIN-000519,37,Vendor,697,65400.0,12110.0,0.255,0.641,0.649,6,129000.0,496,1
THIN-000520,55,Gig Worker,255,81800.0,7880.0,0.281,0.665,0.668,49,5000.0,544,1
THIN-000521,47,Gig Worker,735,17400.0,10700.0,0.249,0.841,0.746,59,136000.0,588,1
THIN-000522,24,Shopkeeper,606,191100.0,7380.0,0.128,0.856,0.929,3,172000.0,600,1
THIN-000523,36,Gig Worker,762,136900.0,18190.0,0.24,0.692,0.604,12,110000.0,528,1
THIN-000524,47,Shopkeeper,309,148800.0,14680.0,0.202,0.918,0.748,55,313000.0,626,1
THIN-000525,41,Freelancer,186,105200.0,4300.0,0.35,0.954,0.549,51,69000.0,534,1
THIN-000526,49,Shopkeeper,505,111200.0,2370.0,0.121,0.724,0.568,18,5000.0,582,1
THIN-000527,45,Gig Worker,354,5000.0,11640.0,0.392,0.54,0.704,27,5000.0,467,1
THIN-000528,20,Freelancer,570,94700.0,9740.0,0.134,0.625,0.794,22,207000.0,601,1
THIN-000529,59,Freelancer,593,100300.0,3840.0,0.217,0.994,0.427,18,99000.0,557,1
THIN-000530,57,Freelancer,429,36100.0,12120.0,0.071,0.679,0.691,11,169000.0,595,1
THIN-000531,47,Gig Worker,779,142000.0,7860.0,0.343,0.953,0.626,49,222000.0,582,1
THIN-000532,54,Gig Worker,327,45200.0,11030.0,0.158,0.732,0.657,29,255000.0,587,1
THIN-000533,59,Vendor,434,249500.0,18160.0,0.32,0.852,0.834,38,40000.0,607,1
THIN-000534,30,Freelancer,149,115100.0,5180.0,0.146,0.913,0.862,6,81000.0,554,1
THIN-000535,27,Freelancer,495,100900.0,570.0,0.293,0.793,0.454,15,121000.0,492,1
THIN-000536,56,Vendor,193,90000.0,2030.0,0.249,0.912,0.312,59,205000.0,535,1
THIN-000537,25,Vendor,398,52900.0,6870.0,0.141,0.844,0.319,32,40000.0,595,1
THIN-000538,55,Shopkeeper,116,49400.0,8730.0,0.175,0.555,0.534,15,5000.0,482,1
THIN-000539,55,Shopkeeper,646,114200.0,16970.0,0.131,0.689,0.749,37,83000.0,645,1
THIN-000540,24,Vendor,519,196600.0,21240.0,0.31,0.746,0.207,8,88000.0,470,1
THIN-000541,32,Freelancer,126,58800.0,9720.0,0.126,0.665,0.703,56,81000.0,590,1
THIN-000542,32,Shopkeeper,274,126900.0,3700.0,0.331,0.761,0.831,4,167000.0,478,1
THIN-000543,56,Shopkeeper,598,5000.0,200.0,0.371,0.797,0.804,30,95000.0,501,1
THIN-000544,23,Vendor,617,78600.0,1670.0,0.495,0.772,0.839,36,229000.0,533,1
THIN-000545,49,Shopkeeper,541,36200.0,4420.0,0.247,0.712,0.954,29,127000.0,579,1
THIN-000546,51,Shopkeeper,581,15400.0,5160.0,0.094,0.923,0.576,18,89000.0,601,1
THIN-000547,49,Vendor,567,99900.0,18850.0,0.191,0.883,0.758,38,181000.0,639,1
THIN-000548,48,Freelancer,208,93600.0,200.0,0.259,0.737,0.613,37,133000.0,529,1
